At time 0.29: Service-1 Finished, Queue 1 Length: 1000, Queue 2 Length: 0
At time 28.46: Service-2 Finished, Queue 1 Length: 1039, Queue 2 Length: 2
At time 28.50: Service-2 Finished, Queue 1 Length: 1039, Queue 2 Length: 1
At time 28.62: Service-1 Finished, Queue 1 Length: 1039, Queue 2 Length: 0
At time 28.71: Service-2 Finished, Queue 1 Length: 1038, Queue 2 Length: 1
At time 28.75: Service-1 Finished, Queue 1 Length: 1038, Queue 2 Length: 0
At time 28.78: Service-2 Finished, Queue 1 Length: 1037, Queue 2 Length: 1
At time 28.83: Arrival, Queue 1 Length: 1037, Queue 2 Length: 0
At time 28.91: Arrival, Queue 1 Length: 1038, Queue 2 Length: 0
At time 29.01: Arrival, Queue 1 Length: 1039, Queue 2 Length: 0
At time 29.03: Arrival, Queue 1 Length: 1040, Queue 2 Length: 0
At time 29.16: Service-1 Finished, Queue 1 Length: 1041, Queue 2 Length: 0
At time 29.45: Service-1 Finished, Queue 1 Length: 1040, Queue 2 Length: 1
At time 29.50: Service-1 Finished, Queue 1 Length: 1039, Queue 2 Length: 2
At time 29.51: Service-2 Finished, Queue 1 Length: 1038, Queue 2 Length: 3
At time 29.56: Service-2 Finished, Queue 1 Length: 1038, Queue 2 Length: 2
At time 29.61: Service-2 Finished, Queue 1 Length: 1038, Queue 2 Length: 1
At time 29.69: Arrival, Queue 1 Length: 1038, Queue 2 Length: 0
At time 29.84: Arrival, Queue 1 Length: 1039, Queue 2 Length: 0
At time 30.05: Arrival, Queue 1 Length: 1040, Queue 2 Length: 0
At time 30.17: Service-1 Finished, Queue 1 Length: 1041, Queue 2 Length: 0
At time 30.30: Service-2 Finished, Queue 1 Length: 1040, Queue 2 Length: 1
At time 30.38: Arrival, Queue 1 Length: 1040, Queue 2 Length: 0
At time 30.52: Arrival, Queue 1 Length: 1041, Queue 2 Length: 0
At time 30.53: Arrival, Queue 1 Length: 1042, Queue 2 Length: 0
At time 30.53: Service-1 Finished, Queue 1 Length: 1043, Queue 2 Length: 0
At time 30.76: Arrival, Queue 1 Length: 1042, Queue 2 Length: 1
At time 30.78: Service-1 Finished, Queue 1 Length: 1043, Queue 2 Length: 1
At time 30.81: Arrival, Queue 1 Length: 1042, Queue 2 Length: 2
At time 30.85: Arrival, Queue 1 Length: 1043, Queue 2 Length: 2
At time 30.92: Service-2 Finished, Queue 1 Length: 1044, Queue 2 Length: 2
At time 30.97: Service-2 Finished, Queue 1 Length: 1044, Queue 2 Length: 1
At time 31.28: Arrival, Queue 1 Length: 1044, Queue 2 Length: 0
At time 31.29: Arrival, Queue 1 Length: 1045, Queue 2 Length: 0
At time 31.30: Service-1 Finished, Queue 1 Length: 1046, Queue 2 Length: 0
At time 31.31: Arrival, Queue 1 Length: 1045, Queue 2 Length: 1
At time 31.36: Service-1 Finished, Queue 1 Length: 1046, Queue 2 Length: 1
At time 31.37: Service-1 Finished, Queue 1 Length: 1045, Queue 2 Length: 2
At time 31.38: Arrival, Queue 1 Length: 1044, Queue 2 Length: 3
At time 31.43: Service-1 Finished, Queue 1 Length: 1045, Queue 2 Length: 3
At time 31.47: Service-2 Finished, Queue 1 Length: 1044, Queue 2 Length: 4
At time 31.47: Service-1 Finished, Queue 1 Length: 1044, Queue 2 Length: 3
At time 31.48: Service-1 Finished, Queue 1 Length: 1043, Queue 2 Length: 4
At time 31.54: Service-2 Finished, Queue 1 Length: 1042, Queue 2 Length: 5
At time 31.59: Service-1 Finished, Queue 1 Length: 1042, Queue 2 Length: 4
At time 31.66: Service-1 Finished, Queue 1 Length: 1041, Queue 2 Length: 5
At time 31.90: Arrival, Queue 1 Length: 1040, Queue 2 Length: 6
At time 31.97: Arrival, Queue 1 Length: 1041, Queue 2 Length: 6
At time 32.15: Service-1 Finished, Queue 1 Length: 1042, Queue 2 Length: 6
At time 32.31: Service-2 Finished, Queue 1 Length: 1041, Queue 2 Length: 7
At time 32.45: Service-2 Finished, Queue 1 Length: 1041, Queue 2 Length: 6
At time 32.46: Arrival, Queue 1 Length: 1041, Queue 2 Length: 5
At time 32.51: Arrival, Queue 1 Length: 1042, Queue 2 Length: 5
At time 32.53: Service-2 Finished, Queue 1 Length: 1043, Queue 2 Length: 5
At time 32.53: Service-2 Finished, Queue 1 Length: 1043, Queue 2 Length: 4
At time 32.60: Service-2 Finished, Queue 1 Length: 1043, Queue 2 Length: 3
At time 32.62: Service-2 Finished, Queue 1 Length: 1043, Queue 2 Length: 2
At time 32.66: Service-1 Finished, Queue 1 Length: 1043, Queue 2 Length: 1
At time 32.67: Service-1 Finished, Queue 1 Length: 1042, Queue 2 Length: 2
At time 32.71: Service-1 Finished, Queue 1 Length: 1041, Queue 2 Length: 3
At time 32.75: Service-2 Finished, Queue 1 Length: 1040, Queue 2 Length: 4
At time 32.84: Service-1 Finished, Queue 1 Length: 1040, Queue 2 Length: 3
At time 32.88: Service-1 Finished, Queue 1 Length: 1039, Queue 2 Length: 4
At time 33.21: Arrival, Queue 1 Length: 1038, Queue 2 Length: 5
At time 33.30: Service-2 Finished, Queue 1 Length: 1039, Queue 2 Length: 5
At time 33.35: Service-2 Finished, Queue 1 Length: 1039, Queue 2 Length: 4
At time 33.37: Service-2 Finished, Queue 1 Length: 1039, Queue 2 Length: 3
At time 33.44: Arrival, Queue 1 Length: 1039, Queue 2 Length: 2
At time 33.54: Service-2 Finished, Queue 1 Length: 1040, Queue 2 Length: 2
At time 33.57: Arrival, Queue 1 Length: 1040, Queue 2 Length: 1
At time 33.60: Arrival, Queue 1 Length: 1041, Queue 2 Length: 1
At time 33.63: Arrival, Queue 1 Length: 1042, Queue 2 Length: 1
At time 33.64: Arrival, Queue 1 Length: 1043, Queue 2 Length: 1
At time 33.77: Arrival, Queue 1 Length: 1044, Queue 2 Length: 1
At time 33.78: Arrival, Queue 1 Length: 1045, Queue 2 Length: 1
At time 33.87: Service-2 Finished, Queue 1 Length: 1046, Queue 2 Length: 1
At time 33.93: Service-1 Finished, Queue 1 Length: 1046, Queue 2 Length: 0
At time 34.00: Service-1 Finished, Queue 1 Length: 1045, Queue 2 Length: 1
At time 34.01: Arrival, Queue 1 Length: 1044, Queue 2 Length: 2
At time 34.02: Service-1 Finished, Queue 1 Length: 1045, Queue 2 Length: 2
At time 34.12: Service-1 Finished, Queue 1 Length: 1044, Queue 2 Length: 3
At time 34.14: Arrival, Queue 1 Length: 1043, Queue 2 Length: 4
At time 34.29: Service-2 Finished, Queue 1 Length: 1044, Queue 2 Length: 4
At time 34.43: Service-2 Finished, Queue 1 Length: 1044, Queue 2 Length: 3
At time 34.56: Arrival, Queue 1 Length: 1044, Queue 2 Length: 2
At time 34.59: Arrival, Queue 1 Length: 1045, Queue 2 Length: 2
At time 34.65: Arrival, Queue 1 Length: 1046, Queue 2 Length: 2
At time 34.71: Arrival, Queue 1 Length: 1047, Queue 2 Length: 2
At time 34.77: Arrival, Queue 1 Length: 1048, Queue 2 Length: 2
At time 34.79: Arrival, Queue 1 Length: 1049, Queue 2 Length: 2
At time 34.79: Arrival, Queue 1 Length: 1050, Queue 2 Length: 2
At time 34.83: Service-2 Finished, Queue 1 Length: 1051, Queue 2 Length: 2
At time 34.93: Arrival, Queue 1 Length: 1051, Queue 2 Length: 1
At time 35.01: Arrival, Queue 1 Length: 1052, Queue 2 Length: 1
At time 35.08: Service-1 Finished, Queue 1 Length: 1053, Queue 2 Length: 1
At time 35.10: Service-1 Finished, Queue 1 Length: 1052, Queue 2 Length: 2
At time 35.17: Arrival, Queue 1 Length: 1051, Queue 2 Length: 3
At time 35.39: Arrival, Queue 1 Length: 1052, Queue 2 Length: 3
At time 35.72: Arrival, Queue 1 Length: 1053, Queue 2 Length: 3
At time 35.81: Arrival, Queue 1 Length: 1054, Queue 2 Length: 3
At time 35.82: Service-1 Finished, Queue 1 Length: 1055, Queue 2 Length: 3
At time 35.90: Arrival, Queue 1 Length: 1054, Queue 2 Length: 4
At time 35.93: Arrival, Queue 1 Length: 1055, Queue 2 Length: 4
At time 36.04: Service-2 Finished, Queue 1 Length: 1056, Queue 2 Length: 4
At time 36.06: Service-1 Finished, Queue 1 Length: 1056, Queue 2 Length: 3
At time 36.09: Service-2 Finished, Queue 1 Length: 1055, Queue 2 Length: 4
At time 36.14: Arrival, Queue 1 Length: 1055, Queue 2 Length: 3
At time 36.16: Service-1 Finished, Queue 1 Length: 1056, Queue 2 Length: 3
At time 36.18: Service-2 Finished, Queue 1 Length: 1055, Queue 2 Length: 4
At time 36.22: Service-2 Finished, Queue 1 Length: 1055, Queue 2 Length: 3
At time 36.28: Arrival, Queue 1 Length: 1055, Queue 2 Length: 2
At time 36.33: Service-1 Finished, Queue 1 Length: 1056, Queue 2 Length: 2
At time 36.44: Service-2 Finished, Queue 1 Length: 1055, Queue 2 Length: 3
At time 36.48: Arrival, Queue 1 Length: 1055, Queue 2 Length: 2
At time 36.48: Arrival, Queue 1 Length: 1056, Queue 2 Length: 2
At time 36.84: Arrival, Queue 1 Length: 1057, Queue 2 Length: 2
At time 36.86: Service-2 Finished, Queue 1 Length: 1058, Queue 2 Length: 2
At time 37.05: Service-2 Finished, Queue 1 Length: 1058, Queue 2 Length: 1
At time 37.06: Service-1 Finished, Queue 1 Length: 1058, Queue 2 Length: 0
At time 37.08: Service-1 Finished, Queue 1 Length: 1057, Queue 2 Length: 1
At time 37.12: Service-1 Finished, Queue 1 Length: 1056, Queue 2 Length: 2
At time 37.23: Service-1 Finished, Queue 1 Length: 1055, Queue 2 Length: 3
At time 37.39: Service-2 Finished, Queue 1 Length: 1054, Queue 2 Length: 4
At time 37.41: Service-2 Finished, Queue 1 Length: 1054, Queue 2 Length: 3
At time 37.43: Arrival, Queue 1 Length: 1054, Queue 2 Length: 2
At time 37.47: Service-2 Finished, Queue 1 Length: 1055, Queue 2 Length: 2
At time 37.50: Arrival, Queue 1 Length: 1055, Queue 2 Length: 1
At time 37.55: Service-2 Finished, Queue 1 Length: 1056, Queue 2 Length: 1
At time 37.67: Arrival, Queue 1 Length: 1056, Queue 2 Length: 0
At time 37.69: Arrival, Queue 1 Length: 1057, Queue 2 Length: 0
At time 37.73: Service-1 Finished, Queue 1 Length: 1058, Queue 2 Length: 0
At time 37.76: Service-1 Finished, Queue 1 Length: 1057, Queue 2 Length: 1
At time 37.76: Service-1 Finished, Queue 1 Length: 1056, Queue 2 Length: 2
At time 38.09: Arrival, Queue 1 Length: 1055, Queue 2 Length: 3
At time 38.15: Arrival, Queue 1 Length: 1056, Queue 2 Length: 3
At time 38.20: Service-1 Finished, Queue 1 Length: 1057, Queue 2 Length: 3
At time 38.24: Service-2 Finished, Queue 1 Length: 1056, Queue 2 Length: 4
At time 38.35: Arrival, Queue 1 Length: 1056, Queue 2 Length: 3
At time 38.48: Arrival, Queue 1 Length: 1057, Queue 2 Length: 3
At time 38.72: Arrival, Queue 1 Length: 1058, Queue 2 Length: 3
At time 38.72: Service-1 Finished, Queue 1 Length: 1059, Queue 2 Length: 3
At time 38.74: Arrival, Queue 1 Length: 1058, Queue 2 Length: 4
At time 38.74: Service-1 Finished, Queue 1 Length: 1059, Queue 2 Length: 4
At time 38.76: Arrival, Queue 1 Length: 1058, Queue 2 Length: 5
At time 38.77: Service-2 Finished, Queue 1 Length: 1059, Queue 2 Length: 5
At time 38.91: Arrival, Queue 1 Length: 1059, Queue 2 Length: 4
At time 38.91: Service-2 Finished, Queue 1 Length: 1060, Queue 2 Length: 4
At time 38.94: Arrival, Queue 1 Length: 1060, Queue 2 Length: 3
At time 39.07: Arrival, Queue 1 Length: 1061, Queue 2 Length: 3
At time 39.41: Service-1 Finished, Queue 1 Length: 1062, Queue 2 Length: 3
At time 39.41: Service-1 Finished, Queue 1 Length: 1061, Queue 2 Length: 4
At time 39.44: Service-1 Finished, Queue 1 Length: 1060, Queue 2 Length: 5
At time 39.50: Service-1 Finished, Queue 1 Length: 1059, Queue 2 Length: 6
At time 39.54: Service-2 Finished, Queue 1 Length: 1058, Queue 2 Length: 7
At time 39.61: Service-2 Finished, Queue 1 Length: 1058, Queue 2 Length: 6
At time 39.70: Arrival, Queue 1 Length: 1058, Queue 2 Length: 5
At time 39.75: Arrival, Queue 1 Length: 1059, Queue 2 Length: 5
At time 39.80: Service-2 Finished, Queue 1 Length: 1060, Queue 2 Length: 5
At time 39.81: Service-1 Finished, Queue 1 Length: 1060, Queue 2 Length: 4
At time 39.86: Service-2 Finished, Queue 1 Length: 1059, Queue 2 Length: 5
At time 39.86: Service-2 Finished, Queue 1 Length: 1059, Queue 2 Length: 4
At time 39.87: Arrival, Queue 1 Length: 1059, Queue 2 Length: 3
At time 39.90: Arrival, Queue 1 Length: 1060, Queue 2 Length: 3
At time 39.94: Service-1 Finished, Queue 1 Length: 1061, Queue 2 Length: 3
At time 39.96: Service-2 Finished, Queue 1 Length: 1060, Queue 2 Length: 4
At time 40.03: Service-1 Finished, Queue 1 Length: 1060, Queue 2 Length: 3
At time 40.25: Arrival, Queue 1 Length: 1059, Queue 2 Length: 4
At time 40.26: Service-1 Finished, Queue 1 Length: 1060, Queue 2 Length: 4
At time 40.26: Service-1 Finished, Queue 1 Length: 1059, Queue 2 Length: 5
At time 40.27: Arrival, Queue 1 Length: 1058, Queue 2 Length: 6
At time 40.44: Service-1 Finished, Queue 1 Length: 1059, Queue 2 Length: 6
At time 40.44: Service-1 Finished, Queue 1 Length: 1058, Queue 2 Length: 7
At time 40.48: Arrival, Queue 1 Length: 1057, Queue 2 Length: 8
At time 40.59: Arrival, Queue 1 Length: 1058, Queue 2 Length: 8
At time 40.84: Arrival, Queue 1 Length: 1059, Queue 2 Length: 8
At time 40.85: Arrival, Queue 1 Length: 1060, Queue 2 Length: 8
At time 40.96: Arrival, Queue 1 Length: 1061, Queue 2 Length: 8
At time 40.98: Arrival, Queue 1 Length: 1062, Queue 2 Length: 8
At time 41.07: Arrival, Queue 1 Length: 1063, Queue 2 Length: 8
At time 41.10: Service-1 Finished, Queue 1 Length: 1064, Queue 2 Length: 8
At time 41.20: Arrival, Queue 1 Length: 1063, Queue 2 Length: 9
At time 41.39: Arrival, Queue 1 Length: 1064, Queue 2 Length: 9
At time 41.44: Service-2 Finished, Queue 1 Length: 1065, Queue 2 Length: 9
At time 41.50: Arrival, Queue 1 Length: 1065, Queue 2 Length: 8
At time 41.57: Service-1 Finished, Queue 1 Length: 1066, Queue 2 Length: 8
At time 41.68: Service-1 Finished, Queue 1 Length: 1065, Queue 2 Length: 9
At time 41.71: Service-2 Finished, Queue 1 Length: 1064, Queue 2 Length: 10
At time 41.71: Service-2 Finished, Queue 1 Length: 1064, Queue 2 Length: 9
At time 41.73: Service-2 Finished, Queue 1 Length: 1064, Queue 2 Length: 8
At time 41.85: Arrival, Queue 1 Length: 1064, Queue 2 Length: 7
At time 41.87: Service-2 Finished, Queue 1 Length: 1065, Queue 2 Length: 7
At time 41.88: Service-2 Finished, Queue 1 Length: 1065, Queue 2 Length: 6
At time 41.91: Service-1 Finished, Queue 1 Length: 1065, Queue 2 Length: 5
At time 41.99: Service-1 Finished, Queue 1 Length: 1064, Queue 2 Length: 6
At time 42.01: Service-1 Finished, Queue 1 Length: 1063, Queue 2 Length: 7
At time 42.16: Service-1 Finished, Queue 1 Length: 1062, Queue 2 Length: 8
At time 42.31: Service-2 Finished, Queue 1 Length: 1061, Queue 2 Length: 9
At time 42.56: Arrival, Queue 1 Length: 1061, Queue 2 Length: 8
At time 42.61: Service-1 Finished, Queue 1 Length: 1062, Queue 2 Length: 8
At time 42.65: Arrival, Queue 1 Length: 1061, Queue 2 Length: 9
At time 42.75: Arrival, Queue 1 Length: 1062, Queue 2 Length: 9
At time 42.78: Arrival, Queue 1 Length: 1063, Queue 2 Length: 9
At time 42.85: Service-1 Finished, Queue 1 Length: 1064, Queue 2 Length: 9
At time 42.86: Service-1 Finished, Queue 1 Length: 1063, Queue 2 Length: 10
At time 43.02: Arrival, Queue 1 Length: 1062, Queue 2 Length: 11
At time 43.21: Service-1 Finished, Queue 1 Length: 1063, Queue 2 Length: 11
At time 43.21: Arrival, Queue 1 Length: 1062, Queue 2 Length: 12
At time 43.27: Service-1 Finished, Queue 1 Length: 1063, Queue 2 Length: 12
At time 43.30: Service-1 Finished, Queue 1 Length: 1062, Queue 2 Length: 13
At time 43.33: Service-2 Finished, Queue 1 Length: 1061, Queue 2 Length: 14
At time 43.34: Service-2 Finished, Queue 1 Length: 1061, Queue 2 Length: 13
At time 43.40: Arrival, Queue 1 Length: 1061, Queue 2 Length: 12
At time 43.43: Arrival, Queue 1 Length: 1062, Queue 2 Length: 12
At time 43.48: Service-2 Finished, Queue 1 Length: 1063, Queue 2 Length: 12
At time 43.48: Arrival, Queue 1 Length: 1063, Queue 2 Length: 11
At time 43.64: Arrival, Queue 1 Length: 1064, Queue 2 Length: 11
At time 43.64: Service-1 Finished, Queue 1 Length: 1065, Queue 2 Length: 11
At time 43.74: Arrival, Queue 1 Length: 1064, Queue 2 Length: 12
At time 43.76: Service-1 Finished, Queue 1 Length: 1065, Queue 2 Length: 12
At time 43.85: Arrival, Queue 1 Length: 1064, Queue 2 Length: 13
At time 43.93: Service-2 Finished, Queue 1 Length: 1065, Queue 2 Length: 13
At time 44.09: Service-2 Finished, Queue 1 Length: 1065, Queue 2 Length: 12
At time 44.11: Arrival, Queue 1 Length: 1065, Queue 2 Length: 11
At time 44.24: Arrival, Queue 1 Length: 1066, Queue 2 Length: 11
At time 44.45: Service-1 Finished, Queue 1 Length: 1067, Queue 2 Length: 11
At time 44.51: Service-1 Finished, Queue 1 Length: 1066, Queue 2 Length: 12
At time 44.52: Service-2 Finished, Queue 1 Length: 1065, Queue 2 Length: 13
At time 44.63: Arrival, Queue 1 Length: 1065, Queue 2 Length: 12
At time 44.66: Service-1 Finished, Queue 1 Length: 1066, Queue 2 Length: 12
At time 44.78: Arrival, Queue 1 Length: 1065, Queue 2 Length: 13
At time 44.84: Arrival, Queue 1 Length: 1066, Queue 2 Length: 13
At time 44.88: Arrival, Queue 1 Length: 1067, Queue 2 Length: 13
At time 44.92: Arrival, Queue 1 Length: 1068, Queue 2 Length: 13
At time 44.96: Service-2 Finished, Queue 1 Length: 1069, Queue 2 Length: 13
At time 45.03: Arrival, Queue 1 Length: 1069, Queue 2 Length: 12
At time 45.21: Service-1 Finished, Queue 1 Length: 1070, Queue 2 Length: 12
At time 45.26: Service-1 Finished, Queue 1 Length: 1069, Queue 2 Length: 13
At time 45.29: Service-1 Finished, Queue 1 Length: 1068, Queue 2 Length: 14
At time 45.35: Service-2 Finished, Queue 1 Length: 1067, Queue 2 Length: 15
At time 45.42: Arrival, Queue 1 Length: 1067, Queue 2 Length: 14
At time 45.46: Arrival, Queue 1 Length: 1068, Queue 2 Length: 14
At time 45.67: Arrival, Queue 1 Length: 1069, Queue 2 Length: 14
At time 45.67: Service-1 Finished, Queue 1 Length: 1070, Queue 2 Length: 14
At time 45.91: Arrival, Queue 1 Length: 1069, Queue 2 Length: 15
At time 46.04: Service-1 Finished, Queue 1 Length: 1070, Queue 2 Length: 15
At time 46.09: Service-2 Finished, Queue 1 Length: 1069, Queue 2 Length: 16
At time 46.12: Arrival, Queue 1 Length: 1069, Queue 2 Length: 15
At time 46.14: Service-2 Finished, Queue 1 Length: 1070, Queue 2 Length: 15
At time 46.27: Service-2 Finished, Queue 1 Length: 1070, Queue 2 Length: 14
At time 46.29: Service-1 Finished, Queue 1 Length: 1070, Queue 2 Length: 13
At time 46.33: Service-2 Finished, Queue 1 Length: 1069, Queue 2 Length: 14
At time 46.35: Service-2 Finished, Queue 1 Length: 1069, Queue 2 Length: 13
At time 46.48: Arrival, Queue 1 Length: 1069, Queue 2 Length: 12
At time 46.48: Arrival, Queue 1 Length: 1070, Queue 2 Length: 12
At time 46.53: Arrival, Queue 1 Length: 1071, Queue 2 Length: 12
At time 46.64: Service-1 Finished, Queue 1 Length: 1072, Queue 2 Length: 12
At time 46.75: Service-1 Finished, Queue 1 Length: 1071, Queue 2 Length: 13
At time 46.76: Arrival, Queue 1 Length: 1070, Queue 2 Length: 14
At time 46.79: Service-1 Finished, Queue 1 Length: 1071, Queue 2 Length: 14
At time 46.86: Service-2 Finished, Queue 1 Length: 1070, Queue 2 Length: 15
At time 46.99: Service-2 Finished, Queue 1 Length: 1070, Queue 2 Length: 14
At time 47.15: Arrival, Queue 1 Length: 1070, Queue 2 Length: 13
At time 47.24: Arrival, Queue 1 Length: 1071, Queue 2 Length: 13
At time 47.27: Arrival, Queue 1 Length: 1072, Queue 2 Length: 13
At time 47.31: Arrival, Queue 1 Length: 1073, Queue 2 Length: 13
At time 47.31: Arrival, Queue 1 Length: 1074, Queue 2 Length: 13
At time 47.44: Arrival, Queue 1 Length: 1075, Queue 2 Length: 13
At time 47.50: Arrival, Queue 1 Length: 1076, Queue 2 Length: 13
At time 47.76: Service-1 Finished, Queue 1 Length: 1077, Queue 2 Length: 13
At time 47.83: Service-1 Finished, Queue 1 Length: 1076, Queue 2 Length: 14
At time 47.83: Service-1 Finished, Queue 1 Length: 1075, Queue 2 Length: 15
At time 47.93: Arrival, Queue 1 Length: 1074, Queue 2 Length: 16
At time 47.97: Service-1 Finished, Queue 1 Length: 1075, Queue 2 Length: 16
At time 47.99: Arrival, Queue 1 Length: 1074, Queue 2 Length: 17
At time 48.01: Service-1 Finished, Queue 1 Length: 1075, Queue 2 Length: 17
At time 48.06: Service-1 Finished, Queue 1 Length: 1074, Queue 2 Length: 18
At time 48.20: Service-1 Finished, Queue 1 Length: 1073, Queue 2 Length: 19
At time 48.31: Arrival, Queue 1 Length: 1072, Queue 2 Length: 20
At time 48.33: Service-2 Finished, Queue 1 Length: 1073, Queue 2 Length: 20
At time 48.56: Service-2 Finished, Queue 1 Length: 1073, Queue 2 Length: 19
At time 48.59: Arrival, Queue 1 Length: 1073, Queue 2 Length: 18
At time 48.59: Arrival, Queue 1 Length: 1074, Queue 2 Length: 18
At time 48.68: Arrival, Queue 1 Length: 1075, Queue 2 Length: 18
At time 48.73: Service-1 Finished, Queue 1 Length: 1076, Queue 2 Length: 18
At time 48.75: Service-1 Finished, Queue 1 Length: 1075, Queue 2 Length: 19
